essay,organization,conventions,word_choice,sentence_fluency,voice,content
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",31.0,100.0,88.88888888888889,83.0,100.0,76.57777777777778
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",53.0,100.0,42.322580645161295,64.0,91.03225806451613,69.07096774193549
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing.",32.0,95.0,94.0,81.0,79.0,78.2
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",33.0,99.0,89.88888888888889,78.0,100.0,75.97777777777779
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",34.0,100.0,90.88888888888889,84.0,100.0,83.77777777777779
"To achieve clarity, we must keep sentences brief. Long sentences clutter the message. Focus on direct verbs. Avoid passive phrasing. um basically actually like",36.0,96.0,67.66666666666666,61.0,72.5,69.63333333333333
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end. um basically actually like",55.0,100.0,35.322580645161295,65.0,94.03225806451613,69.87096774193549
We are absolutely delighted to welcome you to our corporate proposal. It is absolutely essential to join together to achieve our future plans. We appreciate your consideration.,38.0,95.0,73.92592592592592,80.0,100.0,81.38518518518518
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",37.0,96.0,75.76923076923077,85.0,87.07692307692308,75.16923076923078
"In this presentation, I am going to explain the design. Firstly, the architecture is modular. Secondly, the database runs on MongoDB. However, we found that scaling is hard. In conclusion, we succeeded.",82.0,100.0,73.125,83.0,88.75,81.375
"Our scalable technical architecture leverages distributed microservices. To implement this, we vectorized all text features using an offline TF-IDF matrix. The results demonstrate high performance.",31.0,96.0,84.76923076923077,81.0,91.07692307692308,74.76923076923077
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",32.0,100.0,84.88888888888889,81.0,100.0,82.57777777777778
"This project has several errors. The database fail. The API is wrong. Punctuation , is bad . Spelling errrors are present. Duplicate duplicate words here.",30.0,59.869565217391305,80.43478260869566,77.0,53.0,61.0608695652174
"Um, like, basically, you know, we built this app and it's actually really cool. We did some things, kind of, and so it works. The end.",31.0,100.0,50.703703703703695,66.0,99.33333333333333,68.4074074074074
"We thank you, our esteemed panel, for your consideration. We want to align this lecture with your expectations.",38.0,100.0,86.88888888888889,83.0,100.0,81.57777777777778
